VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

2,2017-04-01 00:03:54,2017-04-01 00:20:51,N,1,25,14,1,5.29,18.5,0.5,0.5,1,0,,0.3,20.8,1,1
2,2017-04-01 00:00:29,2017-04-01 00:02:44,N,1,263,75,1,.76,4.5,0.5,0.5,1.45,0,,0.3,7.25,1,1
2,2017-04-01 00:02:22,2017-04-01 00:02:25,N,5,182,182,1,.00,8,0,0,0,0,,0,8,1,2
2,2017-04-01 00:08:15,2017-04-01 00:08:15,N,1,255,137,1,5.20,21,0.5,0.5,4.46,0,,0.3,26.76,1,1
2,2017-04-01 00:00:46,2017-04-01 00:07:40,N,1,89,188,1,1.61,7.5,0.5,0.5,1.76,0,,0.3,12.51,1,1
2,2017-04-01 00:18:54,2017-04-01 00:34:22,N,1,130,205,3,4.11,15,0.5,0.5,0,0,,0.3,16.3,2,1
2,2017-04-01 00:50:24,2017-04-01 01:06:07,N,1,130,252,3,8.16,24,0.5,0.5,0,0,,0.3,25.3,1,1
2,2017-04-01 00:07:50,2017-04-01 00:17:37,N,1,264,264,1,1.38,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1
2,2017-04-01 00:01:12,2017-04-01 0